"Z.nm.","X.nm.","Y.nm.","Genomic.coordinate","Chromosome.copy.number"
3619,205,25183,"chr2:185500001-185550001",556
4054,490,24675,"chr2:185750001-185800001",556
3823,682,24756,"chr2:186000001-186050001",556
3858,871,24936,"chr2:186250001-186300001",556
3632,739,24544,"chr2:186500001-186550001",556
3576,385,25103,"chr2:186750001-186800001",556
4016,939,24960,"chr2:187000001-187050001",556
3794,1105,24573,"chr2:187250001-187300001",556
3809,628,25035,"chr2:187500001-187550001",556
4052,658,25035,"chr2:187750001-187800001",556
3671,539,25078,"chr2:188000001-188050001",556
3785,588,25058,"chr2:188250001-188300001",556
3777,1415,24532,"chr2:188500001-188550001",556
3990,760,24543,"chr2:188750001-188800001",556
3786,647,24876,"chr2:189000001-189050001",556
3220,431,25279,"chr2:189250001-189300001",556
3856,648,25112,"chr2:189500001-189550001",556
3670,575,25115,"chr2:189750001-189800001",556
4207,1191,25474,"chr2:190000001-190050001",556
4049,533,24649,"chr2:190250001-190300001",556
3813,646,25096,"chr2:190500001-190550001",556
3992,-7,25402,"chr2:190750001-190800001",556
3925,472,25197,"chr2:191000001-191050001",556
3636,654,25129,"chr2:191250001-191300001",556
3170,533,25380,"chr2:191500001-191550001",556
3382,-14,25189,"chr2:191750001-191800001",556
4015,609,25128,"chr2:192000001-192050001",556
3997,843,24975,"chr2:192250001-192300001",556
3542,608,25133,"chr2:192500001-192550001",556
3617,501,25032,"chr2:192750001-192800001",556
3707,1238,25279,"chr2:193000001-193050001",556
3805,945,24218,"chr2:193250001-193300001",556
3880,605,25104,"chr2:193500001-193550001",556
3625,1199,24485,"chr2:193750001-193800001",556
4022,635,25101,"chr2:194000001-194050001",556
4661,28,24095,"chr2:194250001-194300001",556
3967,1079,24958,"chr2:194500001-194550001",556
3843,971,24215,"chr2:194750001-194800001",556
4038,1347,24670,"chr2:195000001-195050001",556
4001,856,24959,"chr2:195250001-195300001",556
4156,1541,24074,"chr2:195500001-195550001",556
3428,634,25066,"chr2:195750001-195800001",556
3819,1490,25159,"chr2:196000001-196050001",556
3573,518,25039,"chr2:196250001-196300001",556
4139,648,25068,"chr2:196500001-196550001",556
3393,1088,24420,"chr2:196750001-196800001",556
3733,601,25122,"chr2:197000001-197050001",556
3779,611,25062,"chr2:197250001-197300001",556
2798,440,24926,"chr2:197500001-197550001",556
4192,617,24739,"chr2:197750001-197800001",556
3741,541,25076,"chr2:198000001-198050001",556
3811,1397,24503,"chr2:198250001-198300001",556
3380,20,24855,"chr2:198500001-198550001",556
3634,581,25030,"chr2:198750001-198800001",556
3607,334,25166,"chr2:199000001-199050001",556
3454,164,25231,"chr2:199250001-199300001",556
3862,614,24914,"chr2:199500001-199550001",556
3976,1684,24921,"chr2:199750001-199800001",556
3814,750,25071,"chr2:200000001-200050001",556
3614,530,25094,"chr2:200250001-200300001",556
3593,304,25087,"chr2:200500001-200550001",556
4227,-13,24520,"chr2:200750001-200800001",556
4043,692,25050,"chr2:201000001-201050001",556
3786,853,24868,"chr2:201250001-201300001",556
4021,737,24565,"chr2:201500001-201550001",556
3580,609,25051,"chr2:201750001-201800001",556
3626,225,25174,"chr2:202000001-202050001",556
3826,627,25069,"chr2:202250001-202300001",556
3615,636,25310,"chr2:202500001-202550001",556
4003,856,24953,"chr2:202750001-202800001",556
3797,660,24549,"chr2:203000001-203050001",556
3644,635,25389,"chr2:203250001-203300001",556
3847,1417,24556,"chr2:203500001-203550001",556
4063,560,25001,"chr2:203750001-203800001",556
3675,416,25099,"chr2:204000001-204050001",556
3141,555,25262,"chr2:204250001-204300001",556
3822,538,24613,"chr2:204500001-204550001",556
3564,1180,24625,"chr2:204750001-204800001",556
4000,966,24964,"chr2:205000001-205050001",556
3586,1739,24353,"chr2:205250001-205300001",556
3924,592,25033,"chr2:205500001-205550001",556
3461,356,25382,"chr2:205750001-205800001",556
3870,644,25129,"chr2:206000001-206050001",556
3772,642,25012,"chr2:206250001-206300001",556
4170,1081,25482,"chr2:206500001-206550001",556
3847,521,25119,"chr2:206750001-206800001",556
3606,765,25171,"chr2:207000001-207050001",556
3802,1283,25255,"chr2:207250001-207300001",556
3874,614,25071,"chr2:207500001-207550001",556
3771,535,25058,"chr2:207750001-207800001",556
3656,189,25274,"chr2:208000001-208050001",556
3805,501,25154,"chr2:208250001-208300001",556
3945,613,25018,"chr2:208500001-208550001",556
3810,-40,25415,"chr2:208750001-208800001",556
3727,564,25196,"chr2:209000001-209050001",556
3601,515,25075,"chr2:209250001-209300001",556
3583,201,25172,"chr2:209500001-209550001",556
3635,552,25168,"chr2:209750001-209800001",556
4024,637,25159,"chr2:210000001-210050001",556
3600,1831,25177,"chr2:210250001-210300001",556
3806,673,25178,"chr2:210500001-210550001",556
3624,526,25086,"chr2:210750001-210800001",556
4013,861,24967,"chr2:211000001-211050001",556
3816,536,25163,"chr2:211250001-211300001",556
3825,556,24922,"chr2:211500001-211550001",556
4041,843,24956,"chr2:211750001-211800001",556
3817,617,24893,"chr2:212000001-212050001",556
3980,546,25036,"chr2:212250001-212300001",556
3616,951,25069,"chr2:212500001-212550001",556
4081,1349,24628,"chr2:212750001-212800001",556
4427,996,24969,"chr2:213000001-213050001",556
4050,835,24903,"chr2:213250001-213300001",556
3784,646,25156,"chr2:213500001-213550001",556
3480,635,25083,"chr2:213750001-213800001",556
3800,862,25063,"chr2:214000001-214050001",556
3793,408,24434,"chr2:214250001-214300001",556
3874,644,24962,"chr2:214500001-214550001",556
3178,507,25374,"chr2:214750001-214800001",556
3776,691,25061,"chr2:215000001-215050001",556
3860,569,25112,"chr2:215250001-215300001",556
3412,1066,25072,"chr2:215500001-215550001",556
4030,568,24700,"chr2:215750001-215800001",556
3908,594,24870,"chr2:216000001-216050001",556
3825,1281,24511,"chr2:216250001-216300001",556
3799,542,25197,"chr2:216500001-216550001",556
3804,622,24984,"chr2:216750001-216800001",556
3582,223,25169,"chr2:217000001-217050001",556
4026,520,24638,"chr2:217250001-217300001",556
3576,889,25487,"chr2:217500001-217550001",556
4190,671,24892,"chr2:217750001-217800001",556
3835,630,25168,"chr2:218000001-218050001",556
3694,567,25137,"chr2:218250001-218300001",556
4163,-18,25400,"chr2:218500001-218550001",556
3817,604,25210,"chr2:218750001-218800001",556
3782,570,24881,"chr2:219000001-219050001",556
3654,932,24754,"chr2:219250001-219300001",556
4172,549,24772,"chr2:219500001-219550001",556
3756,557,24976,"chr2:219750001-219800001",556
3822,1248,24622,"chr2:220000001-220050001",556
3977,629,24837,"chr2:220250001-220300001",556
3964,551,25010,"chr2:220500001-220550001",556
3795,924,24728,"chr2:220750001-220800001",556
3465,955,25074,"chr2:221000001-221050001",556
3771,595,25009,"chr2:221250001-221300001",556
3614,464,24090,"chr2:221500001-221550001",556
4031,462,24624,"chr2:221750001-221800001",556
3996,648,25328,"chr2:222000001-222050001",556
3830,844,24985,"chr2:222250001-222300001",556
3820,541,25178,"chr2:222500001-222550001",556
3733,577,25093,"chr2:222750001-222800001",556
3758,31,25154,"chr2:223000001-223050001",556
3588,554,25176,"chr2:223250001-223300001",556
3014,1638,24213,"chr2:223500001-223550001",556
3953,908,24949,"chr2:223750001-223800001",556
3226,32,25046,"chr2:224000001-224050001",556
3706,538,24793,"chr2:224250001-224300001",556
4004,876,25071,"chr2:224500001-224550001",556
4016,458,24659,"chr2:224750001-224800001",556
3960,526,25035,"chr2:225000001-225050001",556
4003,884,24904,"chr2:225250001-225300001",556
3986,556,25135,"chr2:225500001-225550001",556
3769,507,25064,"chr2:225750001-225800001",556
3816,1403,24547,"chr2:226000001-226050001",556
4070,488,24702,"chr2:226250001-226300001",556
3549,217,25287,"chr2:226500001-226550001",556
3404,756,24642,"chr2:226750001-226800001",556
3388,848,25056,"chr2:227000001-227050001",556
4199,990,25069,"chr2:227250001-227300001",556
3759,2244,24587,"chr2:227500001-227550001",556
3407,679,25144,"chr2:227750001-227800001",556
3590,746,25389,"chr2:228000001-228050001",556
3808,1367,24524,"chr2:228250001-228300001",556
3806,660,25142,"chr2:228500001-228550001",556
3638,565,25028,"chr2:228750001-228800001",556
3628,110,25138,"chr2:229000001-229050001",556
3650,534,25175,"chr2:229250001-229300001",556
3864,550,25084,"chr2:229500001-229550001",556
3776,831,25100,"chr2:229750001-229800001",556
3436,948,24913,"chr2:230000001-230050001",556
3778,626,25079,"chr2:230250001-230300001",556
3631,1254,24874,"chr2:230500001-230550001",556
3546,407,25201,"chr2:230750001-230800001",556
3902,561,25073,"chr2:231000001-231050001",556
3986,942,24938,"chr2:231250001-231300001",556
3816,560,25105,"chr2:231500001-231550001",556
3608,533,25004,"chr2:231750001-231800001",556
3798,1062,25174,"chr2:232000001-232050001",556
3269,151,25109,"chr2:232250001-232300001",556
3769,541,24919,"chr2:232500001-232550001",556
3835,851,24923,"chr2:232750001-232800001",556
3842,845,24923,"chr2:233000001-233050001",556
3583,640,25062,"chr2:233250001-233300001",556
3422,48,25269,"chr2:233500001-233550001",556
4192,519,24754,"chr2:233750001-233800001",556
3813,634,24857,"chr2:234000001-234050001",556
3911,1377,24521,"chr2:234250001-234300001",556
4269,646,24676,"chr2:234500001-234550001",556
3648,587,25092,"chr2:234750001-234800001",556
3401,705,25301,"chr2:235000001-235050001",556
3761,545,25084,"chr2:235250001-235300001",556
3591,1183,25463,"chr2:235500001-235550001",556
3839,1378,24532,"chr2:235750001-235800001",556
3713,640,25183,"chr2:236000001-236050001",556
3645,636,25067,"chr2:236250001-236300001",556
3578,214,25167,"chr2:236500001-236550001",556
3985,562,25063,"chr2:236750001-236800001",556
3969,706,24957,"chr2:237000001-237050001",556
3788,873,24968,"chr2:237250001-237300001",556
3631,625,25042,"chr2:237500001-237550001",556
3779,550,25003,"chr2:237750001-237800001",556
3617,325,25169,"chr2:238000001-238050001",556
4165,1087,24435,"chr2:238250001-238300001",556
3765,735,24826,"chr2:238500001-238550001",556
3381,609,25015,"chr2:238750001-238800001",556
3799,741,25105,"chr2:239000001-239050001",556
3639,547,25005,"chr2:239250001-239300001",556
3383,649,25048,"chr2:239500001-239550001",556
3387,52,25193,"chr2:239750001-239800001",556
3763,623,24916,"chr2:240000001-240050001",556
3403,1400,25154,"chr2:240250001-240300001",556
3618,667,25151,"chr2:240500001-240550001",556
3753,567,25067,"chr2:240750001-240800001",556
3432,72,25259,"chr2:241000001-241050001",556
3833,517,25145,"chr2:241250001-241300001",556
4010,709,25447,"chr2:241500001-241550001",556
3790,846,24976,"chr2:241750001-241800001",556
3826,617,25029,"chr2:242000001-242050001",556
3567,18849,15203,"chr2:1-50001",1259
3587,19105,15181,"chr2:250001-300001",1259
3134,18731,15759,"chr2:500001-550001",1259
3338,18782,15448,"chr2:750001-800001",1259
3426,18650,15260,"chr2:1000001-1050001",1259
3219,18463,15523,"chr2:1250001-1300001",1259
3694,18913,15441,"chr2:1500001-1550001",1259
3522,18736,15311,"chr2:1750001-1800001",1259
3383,17936,15349,"chr2:2000001-2050001",1259
3036,17920,15415,"chr2:2250001-2300001",1259
3143,17738,15162,"chr2:2500001-2550001",1259
3161,17547,15200,"chr2:2750001-2800001",1259
2998,17756,15752,"chr2:3000001-3050001",1259
3247,17710,15229,"chr2:3250001-3300001",1259
3371,17413,15548,"chr2:3500001-3550001",1259
3444,17616,15708,"chr2:3750001-3800001",1259
2903,17786,15867,"chr2:4000001-4050001",1259
3145,17284,16064,"chr2:4250001-4300001",1259
3214,17370,16074,"chr2:4500001-4550001",1259
3008,16952,15852,"chr2:4750001-4800001",1259
3158,16557,16332,"chr2:5000001-5050001",1259
2989,16568,16110,"chr2:5250001-5300001",1259
2943,16739,16276,"chr2:5500001-5550001",1259
2771,16875,16000,"chr2:5750001-5800001",1259
3003,17631,15780,"chr2:6000001-6050001",1259
3022,17244,15672,"chr2:6250001-6300001",1259
3109,17401,15609,"chr2:6500001-6550001",1259
2984,17333,15731,"chr2:6750001-6800001",1259
3006,17679,15336,"chr2:7000001-7050001",1259
3234,17790,15070,"chr2:7250001-7300001",1259
3022,17630,14937,"chr2:7500001-7550001",1259
3135,17531,15150,"chr2:7750001-7800001",1259
2968,17372,15264,"chr2:8000001-8050001",1259
2969,17320,15211,"chr2:8250001-8300001",1259
3094,17350,14971,"chr2:8500001-8550001",1259
3421,17962,14952,"chr2:8750001-8800001",1259
3352,17009,15143,"chr2:9000001-9050001",1259
3379,16792,15480,"chr2:9250001-9300001",1259
3467,16960,15249,"chr2:9500001-9550001",1259
3569,16867,15253,"chr2:9750001-9800001",1259
3591,17273,14888,"chr2:10000001-10050001",1259
3552,17571,14783,"chr2:10250001-10300001",1259
3651,17253,14836,"chr2:10500001-10550001",1259
3606,17562,15038,"chr2:10750001-10800001",1259
3543,17491,14821,"chr2:11000001-11050001",1259
3583,18038,14825,"chr2:11250001-11300001",1259
3473,17708,15081,"chr2:11500001-11550001",1259
3418,17700,15142,"chr2:11750001-11800001",1259
3587,17591,15320,"chr2:12000001-12050001",1259
3148,17474,15259,"chr2:12250001-12300001",1259
3006,17731,15614,"chr2:12500001-12550001",1259
3426,17791,15350,"chr2:12750001-12800001",1259
3379,17746,15210,"chr2:13000001-13050001",1259
2798,17826,15904,"chr2:13250001-13300001",1259
3238,18390,15590,"chr2:13500001-13550001",1259
3401,17709,15720,"chr2:13750001-13800001",1259
3147,17961,15529,"chr2:14000001-14050001",1259
3268,17804,15848,"chr2:14250001-14300001",1259
3326,17907,15616,"chr2:14500001-14550001",1259
3329,17813,15859,"chr2:14750001-14800001",1259
3439,17864,15329,"chr2:15000001-15050001",1259
3444,17916,15564,"chr2:15250001-15300001",1259
3284,17842,15509,"chr2:15500001-15550001",1259
3205,18621,14867,"chr2:15750001-15800001",1259
3108,18487,15094,"chr2:16000001-16050001",1259
3268,18784,14911,"chr2:16250001-16300001",1259
3415,18691,15026,"chr2:16500001-16550001",1259
3389,19007,14987,"chr2:16750001-16800001",1259
3280,18595,15104,"chr2:17000001-17050001",1259
3021,18659,15039,"chr2:17250001-17300001",1259
3141,18191,15654,"chr2:17500001-17550001",1259
2977,17894,15332,"chr2:17750001-17800001",1259
3573,18174,15084,"chr2:18000001-18050001",1259
3245,18586,15720,"chr2:18250001-18300001",1259
3620,17730,15453,"chr2:18500001-18550001",1259
3595,17774,15358,"chr2:18750001-18800001",1259
3749,17648,15332,"chr2:19000001-19050001",1259
3618,17605,15664,"chr2:19250001-19300001",1259
3759,17806,15183,"chr2:19500001-19550001",1259
3686,17754,15782,"chr2:19750001-19800001",1259
3741,17773,15517,"chr2:20000001-20050001",1259
3384,17586,15113,"chr2:20250001-20300001",1259
3238,17874,14828,"chr2:20500001-20550001",1259
3055,17618,14860,"chr2:20750001-20800001",1259
2965,18203,14688,"chr2:21000001-21050001",1259
2999,17889,14734,"chr2:21250001-21300001",1259
3158,17825,14005,"chr2:21500001-21550001",1259
3177,18057,14380,"chr2:21750001-21800001",1259
3395,17751,14526,"chr2:22000001-22050001",1259
4342,17577,14709,"chr2:22250001-22300001",1259
2751,18222,14381,"chr2:22500001-22550001",1259
3055,18545,15166,"chr2:22750001-22800001",1259
2984,18001,14764,"chr2:23000001-23050001",1259
3317,18315,14684,"chr2:23250001-23300001",1259
3304,18175,14721,"chr2:23500001-23550001",1259
3340,18236,14608,"chr2:23750001-23800001",1259
3387,18400,14737,"chr2:24000001-24050001",1259
3524,18214,14994,"chr2:24250001-24300001",1259
3362,18055,14815,"chr2:24500001-24550001",1259
3359,18439,14584,"chr2:24750001-24800001",1259
3434,18252,14708,"chr2:25000001-25050001",1259
3572,18274,14581,"chr2:25250001-25300001",1259
3644,18185,14508,"chr2:25500001-25550001",1259
3426,18077,14284,"chr2:25750001-25800001",1259
3634,18190,14465,"chr2:26000001-26050001",1259
3429,18035,14731,"chr2:26250001-26300001",1259
3692,18095,14573,"chr2:26500001-26550001",1259
3713,18074,14625,"chr2:26750001-26800001",1259
3653,18369,14479,"chr2:27000001-27050001",1259
3885,18586,14843,"chr2:27250001-27300001",1259
3743,18280,15233,"chr2:27500001-27550001",1259
3771,18512,15183,"chr2:27750001-27800001",1259
3507,18286,15031,"chr2:28000001-28050001",1259
3729,17565,15552,"chr2:28250001-28300001",1259
3966,18340,14987,"chr2:28500001-28550001",1259
3642,18067,15085,"chr2:28750001-28800001",1259
3677,18557,15358,"chr2:29000001-29050001",1259
3753,18698,15542,"chr2:29250001-29300001",1259
3776,18802,15638,"chr2:29500001-29550001",1259
3590,18748,15447,"chr2:29750001-29800001",1259
3908,19130,15691,"chr2:30000001-30050001",1259
3834,18877,15246,"chr2:30250001-30300001",1259
3740,18881,15031,"chr2:30500001-30550001",1259
3972,18761,15551,"chr2:30750001-30800001",1259
4213,18900,15476,"chr2:31000001-31050001",1259
4248,19182,15540,"chr2:31250001-31300001",1259
4176,18899,15448,"chr2:31500001-31550001",1259
3842,18846,15435,"chr2:31750001-31800001",1259
3941,19060,15345,"chr2:32000001-32050001",1259
4014,19182,15368,"chr2:32250001-32300001",1259
3992,19422,15471,"chr2:32500001-32550001",1259
4107,19250,14735,"chr2:32750001-32800001",1259
3996,19124,14784,"chr2:33000001-33050001",1259
3903,19243,15040,"chr2:33250001-33300001",1259
3814,19086,15047,"chr2:33500001-33550001",1259
3792,18628,15655,"chr2:33750001-33800001",1259
3444,17949,15665,"chr2:34000001-34050001",1259
3858,18964,15923,"chr2:34250001-34300001",1259
3403,17604,16430,"chr2:34500001-34550001",1259
4031,17248,15455,"chr2:34750001-34800001",1259
3751,17589,15437,"chr2:35000001-35050001",1259
2877,18158,14708,"chr2:35250001-35300001",1259
3335,17970,14297,"chr2:35500001-35550001",1259
3721,17539,15619,"chr2:35750001-35800001",1259
3645,18075,15109,"chr2:36000001-36050001",1259
3706,18564,15401,"chr2:36250001-36300001",1259
4061,18339,15476,"chr2:36500001-36550001",1259
3564,18133,15134,"chr2:36750001-36800001",1259
3625,17723,15219,"chr2:37000001-37050001",1259
3621,17605,15300,"chr2:37250001-37300001",1259
3701,17980,15151,"chr2:37500001-37550001",1259
3722,18064,14990,"chr2:37750001-37800001",1259
3628,17563,14954,"chr2:38250001-38300001",1259
3854,17757,15185,"chr2:38500001-38550001",1259
3729,17869,15422,"chr2:38750001-38800001",1259
3568,17298,15471,"chr2:39000001-39050001",1259
3626,17307,15700,"chr2:39250001-39300001",1259
3567,17053,15514,"chr2:39500001-39550001",1259
3603,17678,16129,"chr2:39750001-39800001",1259
3361,16933,15830,"chr2:40000001-40050001",1259
